0.005	0.0025	0	307.974
0.005	0.0075	0	307.977
0.005	0.0125	0	307.982
0.005	0.0175	0	307.992
0.005	0.0225	0	308.003
0.005	0.0275	0	308.016
0.005	0.0325	0	308.033
0.005	0.0375	0	308.052
0.005	0.0425	0	308.072
0.005	0.0475	0	308.093
0.005	0.0525	0	308.116
0.005	0.0575	0	308.139
0.005	0.0625	0	308.163
0.005	0.0675	0	308.186
0.005	0.0725	0	308.211
0.005	0.0775	0	308.234
0.005	0.0825	0	308.258
0.005	0.0875	0	308.281
0.005	0.0925	0	308.302
0.005	0.0975	0	308.322
0.005	0.1025	0	308.341
0.005	0.1075	0	308.358
0.005	0.1125	0	308.374
0.005	0.1175	0	308.389
0.005	0.1225	0	308.403
0.005	0.1275	0	308.414
0.005	0.1325	0	308.423
0.005	0.1375	0	308.431
0.005	0.1425	0	308.438
0.005	0.1475	0	308.443
0.005	0.1525	0	308.446
0.005	0.1575	0	308.447
0.005	0.1625	0	308.446
0.005	0.1675	0	308.444
0.005	0.1725	0	308.439
0.005	0.1775	0	308.432
0.005	0.1825	0	308.424
0.005	0.1875	0	308.413
0.005	0.1925	0	308.401
0.005	0.1975	0	308.386
0.005	0.2025	0	308.369
0.005	0.2075	0	308.349
0.005	0.2125	0	308.328
0.005	0.2175	0	308.302
0.005	0.2225	0	308.275
0.005	0.2275	0	308.246
0.005	0.2325	0	308.212
0.005	0.2375	0	308.177
0.005	0.2425	0	308.138
0.005	0.2475	0	308.096
0.005	0.2525	0	308.051
0.005	0.2575	0	308.003
0.005	0.2625	0	307.952
0.005	0.2675	0	307.898
0.005	0.2725	0	307.84
0.005	0.2775	0	307.78
0.005	0.2825	0	307.718
0.005	0.2875	0	307.652
0.005	0.2925	0	307.585
0.005	0.2975	0	307.515
0.005	0.3025	0	307.443
0.005	0.3075	0	307.371
0.005	0.3125	0	307.297
0.005	0.3175	0	307.222
0.005	0.3225	0	307.146
0.005	0.3275	0	307.071
0.005	0.3325	0	306.995
0.005	0.3375	0	306.92
0.005	0.3425	0	306.846
0.005	0.3475	0	306.773
0.005	0.3525	0	306.701
0.005	0.3575	0	306.632
0.005	0.3625	0	306.564
0.005	0.3675	0	306.498
0.005	0.3725	0	306.434
0.005	0.3775	0	306.372
0.005	0.3825	0	306.312
0.005	0.3875	0	306.257
0.005	0.3925	0	306.203
0.005	0.3975	0	306.151
0.005	0.4025	0	306.103
0.005	0.4075	0	306.058
0.005	0.4125	0	306.014
0.005	0.4175	0	305.973
0.005	0.4225	0	305.936
0.005	0.4275	0	305.9
0.005	0.4325	0	305.867
0.005	0.4375	0	305.837
0.005	0.4425	0	305.81
0.005	0.4475	0	305.784
0.005	0.4525	0	305.761
0.005	0.4575	0	305.742
0.005	0.4625	0	305.723
0.005	0.4675	0	305.707
0.005	0.4725	0	305.694
0.005	0.4775	0	305.683
0.005	0.4825	0	305.674
